parent	child	score	class
BUSINESS_UNIT_DESC	CDC20_FIELD_VALUE	0.6083922634157729	0
BUSINESS_UNIT_DESC	CDC40_FIELD_VALUE	0.04717346042845023	0
BUSINESS_UNIT_DESC	CDC48_FIELD_VALUE	0.5866707447623274	0
BUSINESS_UNIT_DESC	CDC49_FIELD_VALUE	0.6083922634157711	0
BUSINESS_UNIT_DESC	CDC23_FIELD_VALUE	0.5887670808641475	1
BUSINESS_UNIT_DESC	CDC25_FIELD_VALUE	0.5887670808641475	1
BUSINESS_UNIT_DESC	CDC15_FIELD_VALUE	0.0621794304252363	0
BUSINESS_UNIT_DESC	MGR_EMPLOYEE_ID	0.5922482662391579	0
BUSINESS_UNIT_DESC	CDC13_FIELD_VALUE	0.04648930599556015	0
BUSINESS_UNIT_DESC	CDC26_FIELD_VALUE	0.6083922634157677	0
BUSINESS_UNIT_DESC	CDC37_FIELD_VALUE	0.201493615412652	0
BUSINESS_UNIT_DESC	CDC6_FIELD_VALUE	0.4525302919891224	0
BUSINESS_UNIT_DESC	CDC50_FIELD_VALUE	0.6083922634157714	0
CDC36_FIELD_VALUE	CDC17_FIELD_VALUE	0.4881747295303067	0
CDC36_FIELD_VALUE	CDC32_FIELD_VALUE	0.11734684514950555	0
CDC36_FIELD_VALUE	CDC3_FIELD_VALUE	0.5611459852396403	0
CDC36_FIELD_VALUE	BUSINESS_UNIT_DESC	0.4807839918741862	0
CDC36_FIELD_VALUE	CDC33_FIELD_VALUE	0.5649844004601611	0
CDC36_FIELD_VALUE	CDC38_FIELD_VALUE	0.2725438528375824	0
CDC36_FIELD_VALUE	CDC39_FIELD_VALUE	0.08471357955957429	0
CDC36_FIELD_VALUE	WORK_CITY	0.34594621835581807	0
CDC36_FIELD_VALUE	CDC64_FIELD_VALUE	0.058829038777817415	0
CDC36_FIELD_VALUE	CDC19_FIELD_VALUE	0.5377296776675214	0
CDC36_FIELD_VALUE	PARENT_BU_CODE	0.4806002495379884	0
CDC36_FIELD_VALUE	HOME_COUNTRY_NAME	0.06077139725334723	0
CDC36_FIELD_VALUE	CDC18_FIELD_VALUE	0.5573336747942419	0
CDC36_FIELD_VALUE	BUSINESS_UNIT_CODE	0.48019519531925037	0
CDC36_FIELD_VALUE	CDC51_FIELD_VALUE	0.6083922634157715	1
CDC36_FIELD_VALUE	CDC35_FIELD_VALUE	0.06432477645263594	0
CDC36_FIELD_VALUE	CDC7_FIELD_VALUE	0.519016207696242	0
CDC36_FIELD_VALUE	CDC12_FIELD_VALUE	0.21621407691130565	0
CDC36_FIELD_VALUE	CDC21_FIELD_VALUE	0.574106061059943	0
CDC36_FIELD_VALUE	WORK_COUNTRY	0.07423871312038163	0
CDC36_FIELD_VALUE	CDC24_FIELD_VALUE	0.5741532015622219	0
CDC36_FIELD_VALUE	CDC43_FIELD_VALUE	0.10359269311885493	0
CDC36_FIELD_VALUE	CITY	0.34157847335050695	0
CDC36_FIELD_VALUE	CDC47_FIELD_VALUE	0.5944255078695057	0
CDC36_FIELD_VALUE	CDC4_FIELD_VALUE	0.4797461951211199	0
CDC36_FIELD_VALUE	CDC10_FIELD_VALUE	0.40630417611575037	0
CDC36_FIELD_VALUE	CDC28_FIELD_VALUE	0.07421792863006144	0
CDC36_FIELD_VALUE	CDC31_FIELD_VALUE	0.058512036396500336	0
CDC36_FIELD_VALUE	CDC30_FIELD_VALUE	0.1414796486100535	0
CDC36_FIELD_VALUE	STATE	0.08389482160645288	0
CDC36_FIELD_VALUE	CDC1_FIELD_VALUE	0.5802617189816287	0
CDC36_FIELD_VALUE	CDC46_FIELD_VALUE	0.5675345839716178	0
CDC36_FIELD_VALUE	PARENT_BU_DESC	0.47915580420286524	0
CDC36_FIELD_VALUE	CDC8_FIELD_VALUE	0.11734684514950555	0
CDC36_FIELD_VALUE	TEST_USER_FLAG	0.058354236392553965	0
CDC36_FIELD_VALUE	CDC11_FIELD_VALUE	0.608392263415773	1
CDC36_FIELD_VALUE	CDC5_FIELD_VALUE	0.47896107435685914	0
CDC36_FIELD_VALUE	CDC27_FIELD_VALUE	0.5833437507423382	0
CDC36_FIELD_VALUE	CDC44_FIELD_VALUE	0.4018267592473146	0
CDC36_FIELD_VALUE	CDC16_FIELD_VALUE	0.49412630725834866	0
CDC36_FIELD_VALUE	CDC2_FIELD_VALUE	0.29441457986290887	0
CDC36_FIELD_VALUE	CDC45_FIELD_VALUE	0.4749369675899943	0
CDC36_FIELD_VALUE	USER_ROLE_NAME	0.14536953802544814	0
CDC36_FIELD_VALUE	BUSINESS_UNIT_ID	0.48019519531925037	0
CDC36_FIELD_VALUE	PARENT_BU_ID	0.4806002495379884	0
CDC36_FIELD_VALUE	CDC34_FIELD_VALUE	0.40630417611575037	0
CDC36_FIELD_VALUE	CDC22_FIELD_VALUE	0.6083922634157718	0
CDC36_FIELD_VALUE	CDC14_FIELD_VALUE	0.44897681155695635	0
CDC36_FIELD_VALUE	COUNTRY	0.06077139725334723	0
CDC36_FIELD_VALUE	CDC20_FIELD_VALUE	0.6083922634157729	0
CDC36_FIELD_VALUE	CDC40_FIELD_VALUE	0.060548701282148044	0
CDC36_FIELD_VALUE	CDC48_FIELD_VALUE	0.6007948932216111	0
CDC36_FIELD_VALUE	CDC49_FIELD_VALUE	0.602888905345739	0
CDC36_FIELD_VALUE	CDC25_FIELD_VALUE	0.6083922634157712	0
CDC36_FIELD_VALUE	CDC23_FIELD_VALUE	0.6083922634157712	0
CDC36_FIELD_VALUE	CDC15_FIELD_VALUE	0.44897681155695635	0
CDC36_FIELD_VALUE	MGR_EMPLOYEE_ID	0.5624283492997386	0
CDC36_FIELD_VALUE	CDC13_FIELD_VALUE	0.21621407691130565	0
CDC36_FIELD_VALUE	CDC26_FIELD_VALUE	0.5804181736225241	0
CDC36_FIELD_VALUE	CDC37_FIELD_VALUE	0.608392263415773	1
CDC36_FIELD_VALUE	CDC6_FIELD_VALUE	0.5440552133419534	0
CDC36_FIELD_VALUE	CDC50_FIELD_VALUE	0.6083922634157714	1
CDC33_FIELD_VALUE	CDC17_FIELD_VALUE	0.26680246275688124	0
CDC33_FIELD_VALUE	CDC32_FIELD_VALUE	0.046481706439146064	0
CDC33_FIELD_VALUE	CDC3_FIELD_VALUE	0.5935250633027673	0
CDC33_FIELD_VALUE	BUSINESS_UNIT_DESC	0.20939022199703086	0
CDC33_FIELD_VALUE	CDC36_FIELD_VALUE	0.04648041669505962	0
CDC33_FIELD_VALUE	CDC38_FIELD_VALUE	0.08165517073672078	0
CDC33_FIELD_VALUE	CDC39_FIELD_VALUE	0.047803330357378555	0
CDC33_FIELD_VALUE	WORK_CITY	0.0523934067440803	0
CDC33_FIELD_VALUE	CDC64_FIELD_VALUE	0.04648041669505962	0
CDC33_FIELD_VALUE	CDC19_FIELD_VALUE	0.3125784335172266	0
CDC33_FIELD_VALUE	PARENT_BU_CODE	0.1110216821508615	0
CDC33_FIELD_VALUE	HOME_COUNTRY_NAME	0.047203523507642654	0
CDC33_FIELD_VALUE	CDC18_FIELD_VALUE	0.3230436305698118	0
CDC33_FIELD_VALUE	BUSINESS_UNIT_CODE	0.2145262368362825	0
CDC33_FIELD_VALUE	CDC51_FIELD_VALUE	0.6083922634157715	0
CDC33_FIELD_VALUE	CDC35_FIELD_VALUE	0.04648041669505962	0
CDC33_FIELD_VALUE	CDC7_FIELD_VALUE	0.2653206063132746	0
CDC33_FIELD_VALUE	CDC12_FIELD_VALUE	0.04648188833666871	0
CDC33_FIELD_VALUE	CDC21_FIELD_VALUE	0.5443328840476391	0
CDC33_FIELD_VALUE	WORK_COUNTRY	0.05235213856601486	0
CDC33_FIELD_VALUE	CDC24_FIELD_VALUE	0.5853780693435731	0
CDC33_FIELD_VALUE	CDC43_FIELD_VALUE	0.0464888064637012	0
CDC33_FIELD_VALUE	CITY	0.07051513849867051	0
CDC33_FIELD_VALUE	CDC47_FIELD_VALUE	0.45720781867290433	0
CDC33_FIELD_VALUE	CDC4_FIELD_VALUE	0.09005959782752664	0
CDC33_FIELD_VALUE	CDC10_FIELD_VALUE	0.04865406584821339	0
CDC33_FIELD_VALUE	CDC28_FIELD_VALUE	0.04758852066280074	0
CDC33_FIELD_VALUE	CDC31_FIELD_VALUE	0.04648041669505962	0
CDC33_FIELD_VALUE	CDC30_FIELD_VALUE	0.046516537029366825	0
CDC33_FIELD_VALUE	STATE	0.0482512709143102	0
CDC33_FIELD_VALUE	CDC1_FIELD_VALUE	0.6083922634157747	0
CDC33_FIELD_VALUE	CDC46_FIELD_VALUE	0.24091183514162545	0
CDC33_FIELD_VALUE	PARENT_BU_DESC	0.1109832783499906	0
CDC33_FIELD_VALUE	CDC8_FIELD_VALUE	0.046481706439146064	0
CDC33_FIELD_VALUE	TEST_USER_FLAG	0.04648041669505962	0
CDC33_FIELD_VALUE	CDC11_FIELD_VALUE	0.08641268338448775	0
CDC33_FIELD_VALUE	CDC5_FIELD_VALUE	0.08997626869612392	0
