ratio	size	actual	score
1.0	8.0	0	0.5168643736543872
1.0	8.0	1	0.5168643736543872
1.0	8.0	1	0.5168643736543872
1.0	8.0	1	0.5168643736543872
1.0	8.0	1	0.5168643736543872
1.0	8.0	0	0.5168643736543872
1.0	8.0	1	0.5168643736543872
1.0	8.0	0	0.5168643736543872
0.8333333333333334	6.0	1	0.5161425318908784
1.0	7.0	1	0.5142783608478608
1.0	7.0	0	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	0	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	0	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	0	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	7.0	0	0.5142783608478608
1.0	7.0	1	0.5142783608478608
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	0	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	6.0	1	0.507672390132454
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	5.0	0	0.49143085404276793
1.0	5.0	1	0.49143085404276793
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	1	0.45457554029790753
1.0	4.0	0	0.45457554029790753
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	1	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	3.0	0	0.3865101118421496
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	0	0.3295060283098962
1.0	2.0	1	0.3295060283098962
1.0	2.0	0	0.3295060283098962
